name,id,new_id,x,y,address,owner_name,notes,category
ص.ج.الفروانية,528,15940505,47.96026104,29.28009564,الفروانية-مبنى الجمعية-قطعة 35-شارع الفروانية العام,جمعية الفروانية التعاونية,,
ص.ج.الفردوس,529,12830095,47.87234435,29.28396341,الفردوس-قطعة 03-قسيمة 900015-شارع إبراهيم بن الاغلب,جمعية الفردوس التعاونية,,
ص.ج.العدان والقصور-فرع القصور,530,15006974,48.07499311,29.21515136,القصور -قطعة05-قسيمة900010-شارع 26-مبنى جمعية العدان والقصور التعاونية,جمعية العدان والقصورة التعاونية -فرع القصور,,
ص.ج.السلام والصديق التعاونية,531,18029741,48.00984907,29.29669793,السلام-قطعة 04-قسيمة 900005-شارع 418,جمعية السلام والصديق التعاونية,,
ص.ج.النسيم -فرع العيون,532,14963625,47.65549589,29.32890199,العيون-قطعة 04-قسيمة 900025-منى جمعية النسيم فرع العيون,جمعية النسيم التعاونية-فرع العيون,,
ص.ج.علي صباح السالم,533,16515324,48.15952663,28.96249517,علي صباح السالم -قطعة 09-قسيمة 900026-شارع 105,جمعية علي صباح السالم التعاونية,,
ص.ج.جابر العلي,534,18521533,48.07916537,29.17197549,جابر العلي-قطعة 08-قسيمة 900023-مبنى جمعية جابر العلي,جمعية جابر العلي التعاونية,,
ص.ج.الشهداء,535,19275362,48.03341594,29.27005411,الشهداء-قطعة 04-شارع 417-مبنى جمعية الشهداء,جمعية الشهداء التعاونية,,
ص.ج.الجابرية,536,18955534,48.03433355,29.31761579,الجابرية-قطعة 7-شارع الرئيسي,جمعية الجابرية التعاونية,,
ص.ج.الرميثية,537,90300292,48.0784753,29.31711098,الرميثية-المركز الرئيسى-قطعة 7-شارع ناصر المبارك,جمعية الرميثية التعاونية,,
ص.ج.الصليبية,538,14334095,47.82407764,29.28844631,الصليبية-سوق الجمعية-قطعة 04-الدور الأرضي,جمعية الصليبية التعاونية,,
ص.ج.الفيحا التعاونية,539,10467501,47.97979034,29.33839521,الفيحاء -قطعة 05-قسيمة 900004-شارع الزهراء,جمعية الفيحاء التعاونية,,
ص.ج.ابو حليفة,540,18037098,48.12652638,29.13248767,أبو حليفة-قطعة 02-قسيمة 900029-شارع محمد عبدالمحسن الدعيج,جمعية أبو حليفة التعاونية,,
ص.فارمازون الرعاية,541,21302956,47.99123214,29.2922571,الصديق-قطعة 5-قسيمة 900017-مبنى جمعية الصديق التعاونية -شارع عبدالعزيز التويجري,ص/فواز مصطفى عبداللطيف العومي,,
ص.ج.مدينة جابر الأحمد,542,93511001,47.78014501,29.33497536,ضاحية صباح الأحمد الأولى-قطعة 6-شارع المعتصم,ص/احمد سليمان عبدالعزيز الضويحي,,
ص.ج.سعد العبداللة,543,17966282,47.71557395,29.30722654,مدينة سعد العبدالله-قطعة 2-قسيمة 900024,جمعية سعد العبدالله التعاونية,,
ص.ج.الجهراء,544,17971938,47.65860403,29.34414267,الجهراء-قطعة 42-الدور الأرضي,جمعية الجهراء التعاونية,,
ص.ج.العقيلة,545,95408067,48.10206373,29.17017096,العقيلة-جمعية العقيلة التعاونية-قطعة 2,فاطمة مساعد خليفوة,الاسم غير موجود في المعلومات المدنية,
ص.ج.حطين,546,18750846,48.02013572,29.28091747,حطين-قطعة 4-قسيمة 90009-الدور الأرضي,جمعية حطين التعاونية,,
ص.ج.النهضة,547,17941288,47.8582285,29.30501427,النهضة-قطعة 2-شارع 1-قسيمة 900024,جمعية الننهضة التعاونية,,
ص.ج.الزهراء,548,93252724,48.00338152,29.27882137,الزهراء-قطعة 4-قسيمة 900004-شارع 42,جمعية الزهراء التعاونية,الاسم غير موجود في المعلومات المدنية,
ص.ج.هدية,549,15241368,48.09186584,29.14045235,هديه-قطعة1-الدور الأرضي-مبنى الجمعية الرئيسى,جمعية هدية التعاونية,,
ص.ج.ضاحية عبدالله المبارك,550,18077073,47.89495254,29.24390231,ضاحية عبدالله المبارك-قطعة 5-شارع 501-5سيمة 900030,جمعية ضاحية عبدالله المبارك التعاونية,,
ص.ج.النسيم التعاونية-فرع تيماء,551,14446927,47.68029599,29.3282331,الجهراء-قطعة 7-شارع تيماء -السوق المركزي,جمعية النسيم التعاونية -فرع تيماء,,
ص.ج.النسيم-النسيم,552,15040224,47.67084593,29.32305744,النسيم-قطعة 1-الشارع الرئيسي,جمعية النسيم التعاونية-فرع النسيم,,
ص.ج.العمرية,553,12677588,47.9544995,29.29486337,العمرية-قطعة 03-قسيمة 9000007-شارع سعود محمد النمران,جمعية العمرية-التعاونية ,,
ص.مستشفى هادي,554,90518013,48.04582061,29.32165342,الجابرية-قطعة 8-شارع 101-مبنى 16,فهد يوسف الميلم,الاسم في المعلومات المدنية هادي,
ص.مستشفى العرف,555,19770873,47.67364609,29.34351841,الجهراء-قطعة 4-قسيمة 91121,منصور بنيه العرف,,
ص.مستشفى السلام الدولي-الاحمدي,556,95401121,48.11396381,29.14752107,المهبولة -قطعة 1-شارع 119-قسيمة ا2329,,,
ص.مستشفى رويال حياة,557,16988025,48.02648975,29.32623764,الجابرية-قطعة ا3-مقابل الدائري الرابع,احمد عبدالعزيز الغنام,,
ص.مستشفى دار الشفاء الجديد,558,92618114,48.01892986,29.33538312,حولي-قطعة 9-شارع بيروت,صالب علي حسين جراغ,,
ص.مستشفى الاحمدي -التخصصي,559,19367961,48.077789,29.09823794,شمال الاحمدي -قطعة 15-قسيمة 90004,شركة نفط الكويت,,
ص.مستشفى طيبة,560,90367104,48.08146819,29.25081456,صباح السالم-قطعة 3-شارع 3-قسيمة 112,سند صالح الفضالة,,
ص.مستشفى السيف,561,18230357,48.09240026,29.33320868,السالمية-شارع البلاجات -مستشفى السيف,منصور محمود حاجي,,
ص.مستشفى لندن,562,92469876,48.11532194,29.17969011,الفنطاس-قطعة 1-قسيمة 66157,شاهين عبداللطيف الغانم,,
ص.مستشفى واره,563,20847989,48.08738299,29.2569348,صباح السالم -قطعة 2-قسيمة 355+295,غنيمه حسين فهد العمر,,
ص.مستشفى عالية الدولية,564,18082251,48.12072997,29.14561626,المهبولة -قطعة ا1-قسيمة 320-,شركة الامل بالشفاء للخدمات الطبية,,
ص.مستشفى الراشد,565,11505864,48.05611578,29.32842005,السالمية-قطعة 10-شارع عمان,شركة مستشفى الراشد,,
ص.مستشفى المواساة الجديد,566,11165628,48.0873595,29.34413911,السالمية-شارع يوسف حمود -قطعة 2-قسيمة79+82,عبدالله عدنان محمد الوزان,,
ص.مستشفى سدرة الكويت,567,17695275,47.90821678,29.30662315,الرقعي-الدائري الرابع -بجوار مجمع المحاكم,شركة مركز مناور الطبي,,
ص.المستشفى الدولي,568,95402933,48.08119188,29.33084327,السالمية ق126 شارع قطر,شركة الكويت للخدمات الطبية,,
ص.عيادة شركة البترول الوطنية,569,91137466,48.08723032,29.09312417,مصفاة ميناء عبدالله-شركة البترول الوطنية,شركة البترول الوطنية,,
ص.مستشفى الكويت,570,17980543,48.08730435,29.25812863,صباح السالم ق 1 شارع الفحيحيل,شركة المركز الطبي الكويتي,,
